"n_adcirc","mean_spacing_km","mu_rmse_joint","logsig_rmse_joint","xi_rmse_joint","rl_rmse_joint","rl_rmse_noaa","rl_rmse_reduction_pct","total_lpd_joint","total_lpd_noaa","lpd_gain","joint_wins"
5,980.916667312516,0.313187191236536,0.192443209863282,0.156187534342628,0.632961772420951,0.724405731373541,12.6233069386687,0.725832910114144,-8.52900466174772,9.25483757186187,20
10,407.758311168822,0.297526804148209,0.206229142549873,0.155390563656538,0.610083196919756,0.724405731373541,15.7815612856926,1.09350947812077,-8.52900466174772,9.62251413986849,24
15,287.498288950407,0.29927977145352,0.2006420810051,0.155932601292033,0.592223740524093,0.724405731373541,18.2469554180388,3.12811355762043,-8.52900466174772,11.6571182193682,25
25,188.48320379196,0.292365836304566,0.207563462428149,0.156082787904452,0.581856688546966,0.724405731373541,19.6780666762931,4.55061084207423,-8.52900466174772,13.079615503822,23
50,97.1196868930002,0.254034348469174,0.198715552848269,0.144721788180245,0.51612561976176,0.724405731373541,28.7518586051027,12.279873437846,-8.52900466174772,20.8088780995937,26
75,72.0017871959953,0.14362445135749,0.197163360455414,0.144910025868076,0.459955080432361,0.724405731373541,36.5058750211373,24.1752033140041,-8.52900466174772,32.7042079757518,28
100,54.9693937395743,0.142137228395556,0.204563312481022,0.146984753332214,0.467040558148573,0.724405731373541,35.5277660126984,23.8400168500339,-8.52900466174772,32.3690215117816,28
